User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
2327,2029.01,2,3.0,0,2,4,108,3,4,0
2308,4709.61,4,4.0,0,3,1,79,5,1,0
2050,782.5,4,12.0,0,3,1,37,2,3,0
4473,2524.1000000000004,0,5.0,1,3,2,78,10,3,0
2383,1289.12,1,16.0,1,0,4,24,14,4,0
4131,2748.08,2,18.0,1,1,3,1,5,3,0
3249,3683.0,2,7.0,2,5,2,20,6,4,0
3809,4085.85,2,8.0,1,4,1,97,10,4,0
3921,2578.91,3,16.0,3,5,0,91,6,3,0
1580,4275.31,1,1.0,2,7,4,88,12,0,0
3417,3926.45,2,2.0,2,5,4,68,5,4,0
1532,789.24,3,9.0,1,1,2,78,12,3,0
2175,1230.92,3,1.0,1,1,3,16,4,4,0
2125,2524.1000000000004,3,3.0,0,6,3,94,1,3,0
1898,4874.1,2,2.0,1,3,0,99,14,3,0
3654,1883.77,2,16.0,2,1,3,14,1,1,0
2469,1152.89,0,6.0,0,3,4,95,14,3,0
3920,4346.3,0,23.0,1,1,4,89,7,3,0
2252,1002.06,1,17.0,0,1,3,65,2,3,0
4196,3488.55,0,18.0,0,2,4,42,9,1,0
1769,176.07,2,6.0,0,7,4,107,14,4,0
1833,99.81,0,22.0,1,7,4,108,5,1,0
4046,2260.58,1,5.0,2,3,0,87,6,0,0
2904,3284.42,2,4.0,2,1,0,37,3,0,0
3985,716.46,4,17.0,0,6,0,119,5,0,0
3283,3820.59,4,21.0,0,4,2,96,8,3,0
3209,648.04,4,12.0,1,4,0,56,10,4,0
1553,2670.87,1,10.0,1,7,2,97,10,3,0
3835,1544.95,1,20.0,2,6,3,81,3,3,0
4424,3762.51,2,14.0,0,0,0,74,13,2,0
2091,4021.56,4,5.0,2,7,2,14,7,0,0
2196,335.13,3,11.0,0,1,0,36,8,1,0
4914,967.06,0,5.0,1,3,3,15,12,2,0
2660,4463.76,4,6.0,2,2,2,114,11,3,0
4753,2080.99,4,10.0,1,5,2,75,7,3,0
1558,2386.3,4,7.0,0,0,1,65,12,1,0
1260,844.28,4,8.0,1,1,3,26,7,1,0
3264,4974.5,2,7.0,2,7,2,12,6,3,0
2840,4615.62,0,19.0,0,7,1,83,13,0,0
2147,15.11,4,22.0,2,7,4,37,2,1,0
1804,2755.92,2,11.0,1,4,2,57,4,1,0
2185,4361.98,4,4.0,2,2,3,96,8,0,0
3248,2155.52,3,12.0,0,7,3,92,7,3,0
4525,2186.89,2,18.0,2,2,2,82,1,3,0
3449,1899.84,3,22.0,0,2,2,90,14,3,0
4533,149.0,4,1.0,2,7,3,75,13,3,0
1274,3952.47,0,11.0,1,3,1,34,10,4,0
1205,2286.64,2,8.0,0,2,1,5,8,1,0
4111,2657.67,3,18.0,2,5,0,93,8,1,0
4344,2524.1000000000004,3,11.0,0,0,0,43,8,4,0
2723,3921.67,0,1.0,2,6,2,7,14,3,0
1866,3969.77,2,18.0,0,5,2,61,13,1,0
1092,2766.84,1,2.0,2,1,4,106,4,4,0
2065,4523.62,3,7.0,1,0,4,88,14,3,0
4536,583.84,2,5.0,2,1,0,3,8,1,0
3426,3934.2,1,12.0,1,6,0,68,6,1,0
4178,2795.13,2,23.0,2,6,2,18,1,4,0
2351,1158.91,4,19.0,1,3,1,85,12,3,0
3112,665.86,3,18.0,0,2,1,97,7,4,0
1364,1508.53,1,23.0,1,6,4,105,2,0,0
1820,4282.3,0,0.0,1,6,1,71,12,4,0
2507,3939.16,0,22.0,2,5,1,44,10,1,0
4718,3227.44,4,13.0,1,0,4,71,13,1,0
3029,456.18,4,0.0,0,6,0,26,4,4,0
2924,4774.38,1,10.0,1,5,3,69,3,4,0
4095,1530.67,3,12.0,0,6,3,105,4,2,0
3587,3036.96,3,13.0,0,3,0,40,7,1,0
2085,4016.49,0,20.0,0,4,2,75,9,1,0
3538,668.61,4,5.0,2,7,3,98,14,3,0
2296,3262.72,0,8.0,0,6,2,29,7,3,0
3276,166.32,1,18.0,0,7,0,110,6,0,0
2043,513.44,0,13.0,0,5,4,79,5,0,0
1002,3617.1,0,16.0,0,2,0,39,6,4,0
4492,779.64,4,6.0,0,0,3,109,4,1,0
2753,2220.32,4,17.0,0,7,2,29,4,3,0
1910,1245.42,3,13.0,0,4,0,62,5,4,0
1306,2109.04,3,1.0,0,7,1,64,8,3,0
3479,390.72,3,5.0,1,6,0,81,7,4,0
1135,3775.73,0,12.0,0,2,0,118,1,3,0
2932,399.81,0,1.0,1,0,3,15,10,4,0
3562,4190.38,2,17.0,0,0,1,60,14,4,0
3240,2524.1000000000004,1,2.0,2,7,2,43,2,4,0
2608,2085.84,2,6.0,2,7,1,16,5,0,0
2438,4333.1,1,17.0,1,2,1,34,10,4,0
1872,934.73,4,20.0,2,6,1,31,10,1,0
2141,1326.5,0,22.0,3,5,1,18,5,0,0
1665,689.93,2,12.0,0,2,4,33,5,4,0
1208,1910.94,0,2.0,1,3,2,98,9,4,0
1951,4933.73,2,19.0,1,5,1,111,8,3,0
2057,809.33,3,11.0,2,2,3,46,8,4,0
1648,4155.73,1,22.0,0,3,3,82,10,3,1
2341,3261.14,3,17.0,0,4,4,77,12,1,0
3167,83.99,0,16.0,0,3,4,28,7,1,0
1626,4724.73,4,0.0,1,6,2,94,4,0,0
1524,4855.6,4,4.0,0,7,0,64,6,1,0
2604,4624.88,3,22.0,3,0,1,69,6,0,0
2868,2511.19,2,22.0,2,5,2,113,2,4,0
1768,1105.77,3,5.0,0,2,0,76,7,3,0
4160,1959.37,4,12.0,2,5,1,20,6,4,0
3559,3072.89,3,4.0,1,0,4,88,11,2,0
3094,1897.29,1,13.0,0,6,2,43,6,0,0
1771,3542.32,3,17.0,2,6,0,57,9,0,0
1739,3978.9,2,5.0,2,2,4,13,8,0,0
4763,1050.92,0,22.0,0,7,3,115,11,4,0
1521,2027.68,3,6.0,0,2,3,23,2,1,0
4355,4788.93,1,15.0,2,0,4,67,6,4,0
2400,1252.78,2,13.0,1,1,3,42,4,0,0
4709,1735.51,1,23.0,1,4,0,61,3,4,1
3181,183.12,2,11.0,0,2,3,44,6,0,0
4738,1665.17,4,23.0,0,6,4,95,12,1,0
1247,1857.8,4,16.0,1,6,1,90,8,3,0
4723,503.68,0,12.0,2,1,3,115,6,0,0
2341,12.2,0,15.0,0,3,0,100,11,0,0
3483,2879.15,2,23.0,0,7,4,81,2,1,0
4247,1511.13,1,4.0,0,5,4,77,2,3,0
2858,94.03,1,17.0,2,2,0,31,11,1,0
1685,4300.42,3,8.0,1,5,4,98,13,3,0
1585,2924.13,4,16.0,0,7,3,28,7,1,0
3398,859.99,3,10.0,2,0,4,101,3,0,0
1142,4326.91,0,22.0,3,7,2,25,11,1,0
1966,1271.66,4,11.0,1,6,3,20,14,4,0
3851,1141.09,1,3.0,1,0,1,55,9,4,0
4469,4473.7,4,18.0,2,5,3,89,4,4,0
4695,901.39,0,4.0,2,6,1,34,5,0,0
1717,4395.53,4,6.0,3,0,0,64,6,4,0
1642,4015.85,0,22.0,2,1,1,93,3,0,0
4440,1552.34,1,10.0,2,6,1,17,6,0,0
3548,176.81,2,17.0,0,2,0,4,3,3,0
4693,417.45,4,11.0,2,6,3,61,6,0,0
1369,2524.1000000000004,2,5.0,0,2,4,16,1,0,0
4650,4454.54,0,0.0,0,7,3,22,12,1,0
4453,2023.16,4,7.0,0,1,2,54,8,4,1
2109,167.49,1,16.0,2,7,4,79,5,4,0
1786,2784.96,4,19.0,0,5,3,83,8,0,0
3786,1043.92,1,20.0,2,7,4,33,7,3,0
2483,1179.45,0,12.0,1,4,3,36,11,4,0
1949,808.4,2,16.0,0,2,1,114,4,4,0
2348,3811.3,3,4.0,1,0,2,14,8,0,0
1521,8.06,3,21.0,0,2,0,113,9,4,0
3536,2197.73,4,8.0,2,0,2,93,11,1,0
2952,438.92,2,20.0,0,1,1,77,1,4,0
3444,2524.1000000000004,1,15.0,2,3,0,92,3,0,0
3943,2524.1000000000004,3,12.0,0,0,2,6,11,0,0
1354,146.62,2,0.0,2,6,3,72,4,3,0
1946,2307.57,2,3.0,0,2,3,114,6,4,0
3335,2855.07,0,4.0,1,4,0,99,12,1,0
2482,1242.03,3,23.0,3,1,2,77,7,2,0
2647,3828.73,0,23.0,0,4,3,86,3,4,0
4045,1858.39,2,19.0,0,2,3,18,13,4,0
1535,3747.99,3,3.0,2,5,1,15,4,2,0
2314,2897.18,1,8.0,0,1,4,1,11,4,0
3898,4346.92,4,12.0,2,4,4,34,10,0,0
3885,2736.89,2,0.0,1,0,4,37,11,1,0
3215,932.21,1,4.0,0,6,3,7,12,4,0
1949,4113.84,4,2.0,1,1,0,40,5,4,1
1620,3916.26,3,20.0,3,4,0,51,11,3,0
1427,4861.92,1,9.0,1,1,4,39,9,3,0
2725,472.44,1,15.0,2,2,1,48,4,3,0
3537,2958.2,4,12.0,2,1,1,55,4,1,0
3402,2460.89,1,12.0,1,0,0,110,4,3,0
3243,2524.1000000000004,3,0.0,2,1,4,85,9,1,0
1544,4901.0,3,3.0,2,3,1,78,6,4,0
3764,2663.7,2,14.0,1,0,3,68,12,3,0
1823,49997.8,4,0.0,0,6,3,93,4,3,0
3979,1739.33,0,20.0,0,7,4,56,4,0,0
4765,1498.36,3,11.0,0,5,0,73,5,0,0
2002,1679.81,0,20.0,2,4,1,56,1,0,0
1658,197.85,1,15.0,1,2,4,62,12,3,0
3986,1427.28,4,4.0,0,1,2,4,3,3,0
3827,868.87,4,8.0,2,3,2,2,7,0,0
3058,2524.1000000000004,3,19.0,2,0,3,77,1,4,0
4653,2306.82,3,7.0,1,7,2,6,2,1,0
4327,3827.32,4,13.0,2,2,2,82,12,4,0
3443,2513.95,0,12.0,1,2,1,62,1,1,0
1730,2318.09,4,5.0,2,0,4,105,12,2,0
2832,1161.97,2,8.0,0,0,4,8,7,3,0
1408,4263.14,4,9.0,0,5,2,43,13,4,0
3409,459.55,0,6.0,1,4,4,99,8,0,0
4330,4911.57,1,8.0,2,7,0,60,11,1,0
4074,2382.99,0,16.0,0,2,1,112,2,4,0
1083,934.01,4,9.0,1,0,4,105,5,1,0
3203,1774.87,4,4.0,1,5,2,94,11,0,0
4734,81.77,1,18.0,1,6,3,61,4,3,1
4247,836.78,2,23.0,1,4,1,37,12,3,0
1706,1680.02,3,22.0,0,1,3,91,12,1,1
2961,2774.3,0,11.0,2,1,3,63,12,3,0
3519,651.76,0,20.0,1,5,0,46,6,3,0
3666,3381.44,4,7.0,1,0,0,104,14,3,0
2447,4222.16,0,13.0,0,4,0,11,10,4,0
1133,2863.84,1,3.0,0,0,2,66,12,1,0
1787,1488.02,2,8.0,0,0,1,71,3,0,0
3954,611.35,4,17.0,1,3,2,54,9,1,0
1863,82.6,3,17.0,1,2,1,84,8,4,0
4451,3660.35,1,9.0,1,4,1,50,6,4,0
1666,2524.1000000000004,3,6.0,2,4,1,101,8,4,0
1276,2384.04,0,5.0,0,5,1,106,14,1,0
4307,514.47,0,14.0,0,0,1,51,9,3,0
2775,1039.09,2,23.0,0,0,4,90,12,3,0
1881,4076.79,3,22.0,1,5,4,118,1,0,0
3060,2401.86,1,9.0,0,7,4,26,6,4,0
3389,2524.1000000000004,3,12.0,0,2,2,34,3,0,0
3082,2524.1000000000004,3,15.0,1,5,3,68,14,3,0
3606,4004.53,3,22.0,1,7,1,56,6,1,0
2237,1294.63,3,8.0,2,2,4,56,2,0,0
4483,1159.42,0,5.0,1,0,3,61,11,1,0
3452,1271.9,2,13.0,1,0,0,109,5,0,0
4565,4933.99,1,16.0,1,0,4,98,5,3,0
3705,1680.03,4,23.0,1,1,4,66,4,4,0
1158,3533.7,0,10.0,0,7,3,28,12,0,0
4003,4795.29,0,6.0,2,2,0,56,6,1,0
4708,4098.88,1,0.0,2,2,3,89,9,3,0
2133,2990.03,1,1.0,0,3,0,113,2,4,0
3596,848.98,2,19.0,2,3,0,34,2,3,0
4860,49997.8,4,18.0,1,3,0,88,13,3,0
4597,2464.65,0,11.0,3,6,4,11,7,4,0
4032,4759.96,2,23.0,2,4,3,35,8,4,0
4418,4522.95,0,11.0,1,5,4,26,3,3,0
4815,835.13,2,16.0,0,3,1,99,12,1,0
2851,1442.16,2,9.0,0,5,1,98,8,4,0
4707,2946.11,4,0.0,2,2,4,101,2,4,0
1278,2389.77,3,17.0,2,2,1,26,3,0,0
3526,601.22,0,2.0,0,7,4,42,9,3,0
1110,1849.69,2,16.0,2,7,0,59,3,1,0
4707,4773.8,2,1.0,0,1,0,88,3,0,0
4996,4757.45,1,1.0,2,7,0,90,3,3,0
3478,2799.33,3,4.0,0,3,2,104,12,4,0
1541,3178.13,1,17.0,0,6,0,94,1,4,0
2138,1113.42,3,23.0,2,2,0,88,5,4,0
4161,2524.1000000000004,4,15.0,0,2,2,24,14,1,0
4283,267.22,4,4.0,0,2,2,101,8,1,0
4621,1107.31,1,20.0,1,4,0,59,11,1,0
4666,34.39,1,12.0,1,4,3,114,1,2,0
4610,1931.58,3,0.0,0,7,3,85,7,1,0
4800,4252.05,3,15.0,3,7,4,117,7,1,0
1359,4912.62,1,7.0,1,3,0,94,4,0,0
4557,3340.44,1,5.0,3,5,2,30,6,0,0
3419,3725.61,2,10.0,2,3,4,22,13,4,0
2238,1317.43,0,11.0,2,2,4,72,14,0,0
2756,2524.1000000000004,1,12.0,0,5,1,48,7,1,0
4086,3684.21,3,8.0,2,5,1,102,2,0,0
1954,2488.89,2,6.0,2,4,4,65,9,3,0
3306,2524.1000000000004,4,17.0,0,0,2,107,13,4,0
3825,3705.62,4,1.0,1,5,3,104,9,4,0
4534,1101.72,4,19.0,0,7,3,109,11,0,0
3167,493.0,2,8.0,0,1,0,66,9,3,0
1975,2392.9,1,1.0,2,0,3,111,4,4,0
1912,377.67,0,11.0,1,3,0,106,4,1,0
2151,3149.07,4,13.0,1,7,0,44,13,0,0
1722,3204.16,1,4.0,0,6,1,45,11,3,0
3570,1287.23,4,22.0,1,0,3,69,4,4,0
2711,4822.85,4,7.0,2,1,3,115,12,0,0
4716,4123.14,4,11.0,1,5,3,106,13,2,0
1324,552.39,3,2.0,0,0,1,103,3,2,0
4391,3743.82,2,20.0,2,0,2,5,14,4,0
2529,1768.61,2,17.0,2,6,3,78,3,3,0
2549,2524.1000000000004,3,19.0,2,3,1,19,2,1,0
2073,4004.97,4,6.0,0,0,2,2,7,1,0
2945,761.13,2,14.0,2,2,3,59,1,0,0
2607,3310.9,2,16.0,0,2,2,51,9,1,0
3116,4314.34,2,6.0,0,3,0,116,5,0,0
1390,1620.25,4,1.0,0,1,0,37,7,3,0
3430,406.24,4,20.0,2,0,3,72,13,0,0
1015,2524.1000000000004,2,13.0,2,5,4,23,1,4,0
4510,554.45,0,3.0,3,6,1,109,5,1,0
1845,26.01,1,10.0,0,4,3,104,12,4,0
1868,1638.09,1,5.0,1,3,2,37,4,4,0
1567,2524.1000000000004,4,12.0,1,5,2,77,3,3,0
4688,556.15,0,10.0,1,7,2,6,8,0,0
3179,3257.33,0,11.0,2,4,2,23,2,2,0
3019,4959.57,0,0.0,0,5,2,79,1,3,0
4631,4505.13,3,0.0,0,1,2,11,4,4,0
4319,1267.99,3,8.0,1,3,0,90,5,4,0
3320,3851.06,2,8.0,0,3,1,82,6,1,0
2646,4684.63,0,9.0,1,1,4,2,9,2,1
4909,4532.29,1,4.0,0,2,3,43,13,0,0
4919,4423.32,3,3.0,1,1,0,28,13,0,0
4420,3933.32,4,12.0,1,3,2,31,1,0,0
3531,1468.49,4,17.0,1,5,0,105,7,0,0
3597,422.4,0,15.0,1,0,2,105,5,1,0
1356,2441.66,2,23.0,0,3,0,45,1,4,0
4823,278.68,0,14.0,3,5,1,67,2,4,0
4389,4992.38,4,13.0,1,1,2,92,4,3,0
2656,1794.76,4,17.0,0,0,0,70,7,0,0
4119,4791.91,2,4.0,1,0,0,73,7,1,0
4081,3866.74,3,7.0,1,6,2,67,5,0,0
3280,2059.4,2,23.0,1,0,4,5,4,3,0
1035,595.97,1,5.0,2,5,2,58,7,0,0
3460,1189.78,4,10.0,2,5,2,111,7,1,0
4533,3366.86,1,17.0,3,0,0,25,2,1,0
2027,4150.53,4,10.0,0,1,3,47,7,0,0
3091,4897.31,4,16.0,0,5,2,56,12,4,0
3615,665.15,0,18.0,2,3,1,51,11,1,0
4625,2524.1000000000004,4,8.0,0,0,4,37,14,0,0
4326,216.99,4,12.0,0,1,0,101,3,0,0
3787,1305.52,4,0.0,2,2,1,9,5,3,1
1113,4106.23,4,21.0,0,0,2,117,8,3,0
2772,995.29,0,14.0,3,4,2,69,11,4,0
3444,2741.58,0,0.0,2,4,1,36,3,3,0
2197,2234.8,1,9.0,0,4,3,100,11,3,0
2278,49997.8,1,4.0,0,6,2,57,14,1,0
1465,3093.64,1,15.0,0,6,4,3,2,1,0
4348,2514.12,2,8.0,1,2,3,2,8,0,0
2487,1677.14,0,22.0,2,1,1,97,13,4,0
1846,3445.81,0,16.0,3,7,1,18,10,0,0
1501,1403.44,3,8.0,2,6,0,74,5,4,0
1440,3217.7,3,14.0,1,4,0,66,3,3,0
3116,4786.44,3,5.0,0,0,4,4,7,3,0
4580,3646.12,1,21.0,2,0,4,103,13,3,0
1325,2094.91,4,2.0,1,5,1,67,1,1,0
2765,3739.06,2,17.0,1,7,2,74,10,0,0
1066,4047.16,0,21.0,0,7,2,73,9,1,0
1303,1632.57,1,14.0,0,6,0,99,2,2,0
1971,3527.14,2,3.0,2,5,2,76,7,3,0
1483,2174.81,0,12.0,1,5,1,93,9,4,0
1928,4093.52,2,4.0,1,3,4,115,12,0,0
4619,1480.41,2,15.0,2,0,1,4,3,4,0
2440,4689.11,0,0.0,0,7,0,69,10,4,1
4230,2876.06,2,23.0,2,4,2,79,3,3,0
1148,1769.75,3,15.0,1,1,3,58,6,3,0
4098,2099.76,3,20.0,2,1,4,70,7,1,0
4034,1742.25,2,5.0,2,7,3,89,4,3,0
3631,735.5,1,22.0,0,0,4,85,13,0,0
3295,347.12,4,22.0,1,3,3,63,8,4,0
2124,1612.28,0,14.0,1,5,2,71,5,1,0
3749,2296.16,1,0.0,2,3,4,42,10,3,0
1095,1812.28,4,21.0,3,5,0,23,4,0,0
4455,74.53,0,14.0,0,6,1,93,11,3,0
1281,2897.14,4,16.0,0,2,1,33,5,0,0
3369,2524.1000000000004,0,8.0,2,4,2,109,6,0,0
4467,1058.97,3,13.0,1,3,3,50,2,4,0
4349,608.14,1,15.0,1,6,2,105,4,1,0
1528,2604.56,4,12.0,1,5,4,112,13,1,0
3310,480.32,3,16.0,0,4,2,107,12,0,0
2642,1285.5,1,19.0,1,0,0,117,5,1,0
1579,2261.29,2,5.0,0,4,3,50,13,4,0
2663,842.71,1,4.0,0,1,3,94,1,0,0
4364,2233.98,1,9.0,2,1,4,31,5,2,0
3341,1716.96,3,6.0,2,6,1,6,1,0,0
2631,4303.68,3,3.0,1,7,2,111,4,4,0
3442,3975.54,4,12.0,2,5,1,34,9,3,0
3560,4964.31,4,1.0,0,1,0,30,4,1,0
3968,2646.91,2,4.0,0,2,2,73,3,4,0
1809,2879.11,3,7.0,2,7,4,114,14,4,0
4251,4733.5,3,20.0,0,4,1,77,6,4,0
3967,2000.96,1,6.0,2,0,0,88,1,4,0
1692,2780.64,1,13.0,2,5,3,66,4,3,0
1234,1898.53,2,16.0,2,7,1,53,3,3,0
1951,2731.57,1,14.0,1,0,4,89,10,0,0
2854,408.43,1,6.0,0,6,4,113,11,4,0
2360,3920.05,4,8.0,2,0,2,116,7,3,0
2031,4926.47,2,4.0,2,5,2,3,7,4,1
2466,333.37,4,20.0,1,0,4,28,3,2,0
2964,4006.19,2,1.0,2,7,2,10,13,0,0
1538,1212.47,4,12.0,0,5,3,106,5,2,0
1819,991.75,4,4.0,1,0,1,32,7,3,0
2681,3468.39,2,22.0,2,3,4,49,14,2,0
4162,225.44,1,3.0,2,0,3,58,5,1,0
4925,2318.88,0,19.0,0,0,2,21,11,3,0
1271,12.22,3,12.0,0,3,0,21,11,0,0
4905,2774.2,2,13.0,2,3,3,69,10,1,0
2028,2313.1,0,6.0,1,7,3,57,7,0,0
4665,4577.84,4,10.0,2,5,3,51,2,0,0
2922,3602.76,1,1.0,0,4,2,5,7,4,0
2242,634.4,4,4.0,2,3,2,81,6,0,0
2141,2524.1000000000004,2,15.0,1,4,3,64,4,3,0
1592,4658.24,0,0.0,1,4,3,70,1,0,0
4023,3628.04,4,5.0,2,0,1,100,7,4,0
2605,2973.4,1,10.0,2,3,3,9,10,4,0
1114,2797.56,2,9.0,0,0,2,85,13,4,0
3310,1993.5,2,15.0,0,5,1,89,9,4,0
4377,2928.08,4,0.0,2,7,4,61,13,1,0
2677,3859.46,1,15.0,0,4,4,43,8,0,0
2445,642.05,2,19.0,1,6,1,84,6,4,0
1206,4849.3,2,7.0,0,3,3,56,14,4,0
4694,1200.63,4,10.0,0,5,3,67,6,0,0
3350,2241.47,0,21.0,0,2,1,22,2,1,0
1111,118.46,3,1.0,0,6,3,40,9,3,0
2440,2753.98,1,3.0,2,0,4,77,8,1,0
4626,1912.42,2,1.0,0,6,4,8,13,3,0
2882,1252.53,2,5.0,1,1,4,63,13,0,0
4356,4927.69,2,21.0,2,0,2,16,3,1,0
4711,2143.57,0,21.0,0,4,3,77,13,1,0
1184,2074.41,3,11.0,1,5,1,109,14,3,0
2764,2318.2,4,20.0,1,6,3,107,7,4,0
1900,585.19,1,21.0,0,0,4,88,2,1,0
1220,1968.52,0,4.0,0,6,3,9,11,1,0
4935,1685.34,2,4.0,2,3,1,79,7,1,0
2467,2328.3,3,13.0,0,1,0,38,1,4,0
4188,4283.82,3,14.0,2,2,1,102,5,4,0
2093,967.96,3,4.0,1,7,3,65,9,0,0
3945,3040.66,4,20.0,1,0,2,99,12,3,0
4141,193.0,1,14.0,1,2,3,80,8,4,0
3669,1587.38,2,2.0,2,1,4,48,8,4,0
3474,2365.92,0,11.0,1,6,1,14,7,0,0
3691,376.02,0,0.0,1,2,0,101,14,0,0
3615,2722.12,0,18.0,1,0,2,46,12,4,0
3012,1555.08,0,7.0,1,7,0,86,14,4,0
3490,4964.09,2,6.0,0,0,2,58,3,4,0
1600,3156.69,1,11.0,0,5,4,7,6,0,1
2160,1224.66,2,13.0,0,2,3,26,12,4,0
1503,517.85,0,10.0,0,3,3,102,12,1,0
3178,208.4,1,14.0,1,6,2,117,6,3,0
1217,458.41,4,4.0,2,2,2,64,5,1,0
3735,3401.9,1,21.0,1,1,0,8,4,0,0
3218,4275.69,4,2.0,1,0,4,32,4,4,0
2498,787.88,2,4.0,0,6,4,1,5,3,0
1611,2013.66,4,0.0,0,7,4,47,4,4,0
4039,1774.41,4,13.0,2,4,3,41,7,4,0
2152,3224.37,1,12.0,0,3,2,19,2,0,0
1056,917.48,2,19.0,0,0,3,33,7,4,0
2204,4766.83,1,10.0,0,4,0,63,10,1,0
1245,3644.14,3,15.0,2,5,3,11,7,1,0
1143,4775.58,4,8.0,2,1,2,48,6,0,0
4122,1390.46,1,18.0,0,5,2,20,10,1,0
1367,2940.64,2,4.0,0,0,1,5,6,1,0
2482,3662.68,1,17.0,0,6,3,107,12,3,0
3265,3556.23,3,19.0,2,0,3,77,2,1,1
1615,111.62,4,18.0,1,3,0,113,3,0,0
4966,4991.45,3,12.0,1,7,1,22,8,4,0
4638,4640.66,3,17.0,2,4,2,93,11,3,0
4328,603.16,4,17.0,1,1,1,83,3,3,0
2881,2720.12,3,12.0,0,7,3,6,1,0,0
4227,1576.21,4,10.0,1,0,3,28,8,4,0
2588,4395.08,4,12.0,2,5,4,8,2,4,0
3489,3489.11,0,3.0,1,2,2,86,11,4,0
3888,1121.47,2,11.0,1,2,2,117,5,1,0
4003,174.14,1,18.0,2,7,2,9,12,4,0
1698,1462.25,1,20.0,1,2,3,99,5,3,0
1875,195.5,2,4.0,1,4,4,55,1,0,0
2685,710.85,3,0.0,1,3,1,70,7,3,0
3823,3182.51,2,12.0,1,0,3,44,3,1,0
3809,3726.7,4,0.0,0,2,0,22,4,1,0
1944,2342.74,4,10.0,1,6,2,74,4,1,0
4881,3003.44,1,9.0,0,0,1,62,6,3,0
1922,783.65,0,2.0,1,0,0,7,2,3,0
3982,1587.39,3,4.0,0,7,0,12,10,0,0
2746,3565.85,2,10.0,3,0,3,54,2,3,0
1024,1827.63,4,21.0,1,6,0,28,7,4,0
3853,1747.31,4,5.0,1,1,2,87,6,1,0
4924,973.99,0,7.0,2,6,3,37,4,0,0
2687,2976.15,4,0.0,1,4,3,38,14,3,0
2559,4048.65,2,13.0,1,3,0,52,12,3,0
3811,2349.88,1,12.0,0,3,2,78,4,0,0
2083,582.12,1,12.0,2,1,3,89,7,3,0
4538,2524.1000000000004,3,18.0,2,0,3,60,1,1,0
1433,361.63,2,21.0,2,4,3,114,1,4,0
3926,2361.28,4,2.0,2,7,0,89,11,3,0
2089,1309.08,4,6.0,2,0,2,98,8,1,0
3957,2524.1000000000004,2,5.0,0,7,3,104,7,1,0
3612,3689.03,1,12.0,2,3,0,54,2,1,0
2951,2834.21,4,12.0,0,2,1,24,2,0,0
3153,3340.44,4,7.0,1,0,1,3,6,4,0
1095,2665.97,2,5.0,0,5,3,19,5,0,0
4759,742.27,3,6.0,0,5,2,93,8,0,0
4622,3546.95,2,5.0,0,2,0,16,11,0,0
1167,2465.91,4,18.0,2,6,3,75,5,4,0
3089,3173.37,2,1.0,1,2,2,15,11,0,0
2902,230.78,2,18.0,0,2,3,92,6,1,0
3151,714.46,3,16.0,2,1,2,53,6,1,0
2868,2948.91,1,13.0,2,1,0,10,14,4,0
4275,2299.85,2,21.0,2,5,2,32,10,4,0
3567,1138.23,2,6.0,1,7,0,104,8,1,0
2998,1207.6,3,3.0,0,7,1,73,2,3,0
3329,3160.13,4,19.0,2,2,0,58,6,3,0
4979,299.54,0,0.0,1,6,0,27,14,4,0
4114,2174.12,0,11.0,1,4,2,12,13,0,0
3994,2617.9,4,8.0,1,7,4,89,2,4,0
2133,1544.17,4,8.0,1,3,3,41,9,1,0
3010,4103.65,4,22.0,2,1,3,109,7,0,0
4281,288.56,1,20.0,3,4,0,49,12,3,0
1748,4329.59,1,7.0,1,0,4,40,4,4,0
2891,3617.7,3,10.0,0,3,4,69,5,1,0
1830,2234.04,4,10.0,2,0,0,81,13,0,0
1048,4622.71,2,12.0,0,5,1,46,14,3,0
1114,3512.68,4,17.0,2,3,0,102,2,4,0
2178,4655.57,4,12.0,2,4,2,90,6,1,0
2672,2365.59,2,10.0,2,4,1,26,14,3,0
3550,2267.6,3,15.0,1,6,0,104,13,0,0
4750,2656.06,4,12.0,0,5,4,95,10,4,0
4904,331.81,2,9.0,0,4,2,23,7,3,0
4782,4542.93,0,5.0,2,1,2,21,7,1,0
4033,3340.25,0,15.0,1,4,4,53,11,4,0
1070,3089.84,2,12.0,1,2,4,103,4,2,0
4059,4632.69,4,18.0,1,0,1,3,9,3,0
4590,4968.22,1,20.0,1,3,3,39,8,1,0
4783,821.15,1,2.0,2,7,1,108,6,4,0
2359,3746.24,4,17.0,0,5,0,101,8,2,0
1066,2901.83,2,19.0,0,4,1,62,13,4,0
2516,2307.68,3,15.0,1,3,4,1,8,4,1
2673,4888.17,1,10.0,1,2,0,29,11,3,0
2777,4252.06,0,5.0,3,6,0,49,3,0,0
1966,3485.27,3,6.0,2,0,2,6,10,4,0
4284,49997.8,0,17.0,2,0,1,45,8,0,0
3228,3331.87,4,5.0,2,5,1,97,5,1,0
2789,2660.81,3,18.0,1,0,0,59,9,3,0
1612,1250.6,4,16.0,1,0,3,12,9,4,0
2886,2254.65,1,19.0,2,3,2,31,12,4,1
